Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Output
74,44,166,76,213,380,370,361,4
73,42,158,77,246,373,381,370,4
76,43,149,76,259,379,380,426,4
66,43,137,77,259,297,381,385,4
64,44,140,77,267,296,367,368,4
73,45,145,71,261,297,391,483,4
71,52,184,68,235,301,376,480,4
63,50,207,76,241,370,379,417,4
66,42,190,68,255,377,347,429,4
69,42,193,69,243,426,362,454,4
59,43,200,77,259,442,362,345,4
72,42,174,76,252,497,361,345,4
76,42,156,73,286,457,350,340,4
82,51,170,77,271,467,436,484,4
86,53,158,75,295,454,453,511,4
91,54,139,73,325,471,432,520,4
87,56,153,76,328,436,435,515,4
91,59,161,76,291,468,440,513,4
87,54,144,72,291,451,364,418,4
91,57,162,76,294,424,306,389,4
84,56,195,69,253,399,293,372,4
76,51,175,71,258,353,271,365,4
68,49,159,70,257,318,277,370,4
64,47,167,73,274,306,285,331,4
51,42,161,77,236,289,326,287,4
62,40,129,79,305,285,312,298,4
60,38,137,73,290,301,339,299,4
59,33,133,65,292,280,344,306,4
72,37,132,61,269,304,400,372,4
69,35,119,47,268,310,384,375,4
64,38,110,55,177,306,376,383,4
71,40,99,63,195,353,351,375,4
72,43,131,68,176,356,348,365,4
87,46,148,76,214,356,388,407,4
97,49,154,82,231,366,399,429,4
97,50,194,81,255,382,396,402,4
101,55,212,80,243,335,408,417,4
100,52,200,79,255,344,406,429,4
78,48,198,73,244,330,294,336,4
66,44,208,81,263,324,295,306,4
71,47,182,79,244,304,309,303,4
59,49,219,107,252,349,301,315,4
66,53,215,115,255,352,341,357,4
74,57,203,118,256,334,390,382,4
86,60,208,113,230,334,391,399,4
89,56,236,111,234,359,394,469,4
95,50,198,81,251,347,411,464,4
91,47,202,73,249,420,423,436,4
85,44,207,72,242,426,398,408,4
75,41,187,71,235,442,397,405,4
64,40,133,69,222,411,389,319,4
59,39,147,81,210,408,371,305,4
66,43,142,80,198,339,338,307,4
62,40,133,76,222,378,319,334,4
63,38,148,71,228,350,366,346,4
68,43,192,81,265,398,397,370,4
68,44,171,65,261,369,393,373,4
59,41,196,69,287,359,392,369,4
61,41,197,75,258,323,391,340,4
60,41,201,79,254,322,327,326,4
59,41,181,70,226,278,289,300,4
59,41,215,79,274,285,328,310,4
66,44,197,75,246,261,308,286,4
67,45,199,72,249,269,286,285,4
63,47,196,68,248,292,275,260,4
62,43,199,73,263,312,323,275,4
62,46,176,72,213,345,327,311,4
55,42,178,69,228,372,325,335,4
51,45,175,67,224,364,341,323,4
66,45,167,68,218,352,367,368,4
66,48,144,66,197,337,339,366,4
71,44,122,58,169,296,338,371,4
77,45,117,58,173,288,364,388,4
79,43,138,66,168,303,354,386,4
72,42,144,67,176,324,347,365,4
74,39,152,69,215,315,319,376,4
69,43,163,73,249,311,288,327,4
60,45,175,76,223,298,285,290,4
62,48,163,72,223,293,286,305,4
60,50,173,78,234,296,269,300,4
64,48,164,77,223,325,295,295,4
63,44,176,81,209,373,282,329,4
65,42,174,88,214,368,257,317,4
68,39,176,90,221,378,269,357,4
68,38,164,83,221,354,300,347,4
63,39,160,85,215,341,333,358,4
71,40,146,79,226,300,333,338,4
73,41,138,77,222,288,352,392,4
74,41,172,81,243,295,357,354,4
83,42,168,85,253,297,346,436,4
82,42,175,85,241,283,308,440,4
80,43,179,86,227,267,307,431,4
78,43,179,78,229,288,275,389,4
75,43,162,75,224,343,293,410,4
72,42,159,73,208,347,332,368,4
72,42,170,70,218,348,327,356,4
70,44,161,74,203,353,361,372,4
72,46,155,75,219,350,369,394,4
79,44,158,79,209,260,347,385,4
73,46,173,77,205,258,320,379,4
76,45,170,74,202,279,334,388,4
73,41,168,67,233,293,298,384,4
69,39,166,71,221,277,310,363,4
60,39,142,68,220,312,306,337,4
54,35,131,66,235,298,286,300,4
46,36,130,69,224,290,277,260,4
64,35,127,76,233,284,288,307,4
68,38,126,74,248,267,286,314,4
68,39,132,64,240,250,300,318,4
67,40,153,68,234,258,336,307,4
69,41,135,64,238,288,338,330,4
52,42,146,57,207,306,333,268,4
55,42,142,54,221,336,381,265,4
55,41,134,54,221,315,382,274,4
61,40,111,54,200,315,345,285,4
63,36,120,61,200,328,393,258,4
69,36,109,64,282,313,386,246,4
81,36,110,63,282,302,340,348,4
83,36,139,66,298,323,320,357,4
84,38,158,66,318,324,315,390,4
84,38,164,63,309,272,240,409,4
95,51,199,73,246,287,286,464,4
82,51,210,79,226,291,285,381,4
79,52,207,83,212,283,286,360,4
74,53,190,84,181,324,287,318,4
77,53,186,87,199,335,298,326,4
66,43,159,78,213,351,296,277,4
64,40,148,72,225,340,288,281,4
67,41,158,67,222,348,290,299,4
71,39,159,63,225,303,285,304,4
65,40,157,58,229,285,267,304,4
61,38,157,59,223,237,205,289,4
61,39,162,62,196,247,181,285,4
71,42,156,65,214,236,173,325,4
73,42,163,67,234,257,234,337,4
79,44,186,76,230,276,239,329,4
79,47,183,77,217,290,250,358,4
83,45,177,79,223,300,308,398,4
75,43,156,77,213,287,317,370,4
71,46,150,74,218,267,288,381,4
65,43,108,61,212,276,285,373,4
68,42,93,57,211,272,304,339,4
64,41,124,52,204,269,237,287,4
60,37,127,49,182,269,210,258,4
54,33,121,49,148,266,184,207,4
66,38,127,67,158,310,172,233,4
69,39,159,69,179,304,171,282,4
69,44,148,77,205,308,187,295,4
78,45,208,87,212,352,213,306,4
79,45,233,89,211,368,226,323,4
73,45,232,79,257,314,312,307,4
72,41,216,81,231,361,311,293,4
76,39,221,87,222,370,338,302,4
70,37,173,79,223,328,322,318,4
79,39,154,79,227,312,320,309,4
76,37,172,79,159,339,249,292,4
72,42,198,77,178,299,259,258,4
67,40,186,72,165,259,235,238,4
63,42,179,72,163,281,258,228,4
54,39,168,73,174,317,289,226,4
54,40,164,71,186,285,313,233,4
49,36,126,76,170,284,285,224,4
47,36,121,71,182,311,288,225,4
55,39,115,69,208,324,275,269,4
61,40,122,71,199,293,286,314,4
59,39,101,73,203,290,258,356,4
62,41,109,81,223,339,265,379,4
63,39,109,75,215,319,283,380,4
53,34,105,73,187,291,282,333,4
49,39,142,78,178,306,247,279,4
49,39,146,75,162,299,247,225,4
47,43,169,68,137,220,253,202,4
46,44,182,72,182,249,211,189,4
49,45,186,78,219,266,218,213,4
52,38,150,71,224,256,216,240,4
55,37,147,74,221,302,201,235,4
53,33,127,74,269,356,185,222,4
63,39,113,80,276,452,210,266,4
64,40,119,80,253,455,207,256,4
250,746,760,252,103,65,68,102,5
243,787,784,268,106,65,66,92,5
247,733,833,268,107,65,66,92,5
248,712,879,285,110,65,64,88,5
229,679,955,283,98,55,54,80,5
210,552,994,280,99,55,50,73,5
206,545,1014,290,99,56,54,72,5
188,565,1083,284,95,54,52,69,5
211,611,1064,254,77,46,48,69,5
215,618,983,236,79,51,56,76,5
218,619,942,236,77,52,58,77,5
234,622,888,235,79,50,57,80,5
237,605,779,253,87,53,55,80,5
207,627,815,262,97,60,58,77,5
214,635,870,279,100,59,55,75,5
210,685,819,284,113,64,56,75,5
187,661,822,268,110,63,52,70,5
229,690,781,254,114,68,58,78,5
233,696,731,248,111,66,58,84,5
320,743,692,219,102,65,65,105,5
335,714,707,195,89,60,63,108,5
340,701,772,187,90,63,64,109,5
312,679,738,203,82,55,59,102,5
307,626,738,200,82,51,55,92,5
211,586,751,214,82,47,47,67,5
180,584,837,211,78,45,47,59,5
192,626,799,212,72,41,44,58,5
200,641,828,187,66,40,45,63,5
194,668,833,190,62,40,43,63,5
218,656,814,194,64,42,44,66,5
235,634,759,182,61,40,45,70,5
228,613,768,202,68,44,49,73,5
250,576,795,211,70,44,49,74,5
267,609,797,228,73,43,49,73,5
238,584,828,228,73,40,48,66,5
239,587,793,224,75,44,53,67,5
235,588,784,211,67,40,50,63,5
203,593,762,210,73,46,52,63,5
174,542,683,183,67,44,53,63,5
181,529,688,188,74,51,53,66,5
170,515,746,209,75,49,47,61,5
190,526,720,192,75,49,48,65,5
179,505,730,180,70,48,49,64,5
186,438,729,187,69,48,47,63,5
184,439,688,172,63,44,47,62,5
165,421,592,159,61,43,45,59,5
139,364,546,167,64,46,44,58,5
156,437,557,196,71,45,42,57,5
146,440,623,196,74,47,42,57,5
147,452,719,204,70,44,41,56,5
147,483,785,211,72,44,41,55,5
154,490,803,211,71,44,44,59,5
141,470,771,189,63,40,39,55,5
141,471,750,179,58,40,38,55,5
144,465,654,154,56,38,40,53,5
148,462,569,132,52,38,42,57,5
146,470,588,124,48,35,39,50,5
162,488,651,118,47,36,46,57,5
167,536,623,111,48,35,47,57,5
162,524,586,110,48,36,45,63,5
160,542,619,109,49,36,44,60,5
152,520,589,116,51,33,42,61,5
127,452,499,111,52,31,35,52,5
127,429,526,128,54,32,34,54,5
120,432,617,155,64,37,43,49,5
130,392,642,163,65,41,103,51,5
150,432,689,164,64,44,111,57,5
153,463,709,173,64,46,115,63,5
160,432,694,161,62,47,115,66,5
166,422,604,133,55,45,113,64,5
163,431,589,126,52,41,63,63,5
151,403,532,128,54,39,49,60,5
171,432,529,136,55,40,46,59,5
162,431,623,143,57,37,46,53,5
154,445,809,181,73,42,48,56,5
173,503,915,213,83,48,52,61,5
182,490,950,221,91,53,54,66,5
184,468,982,242,92,52,53,67,5
232,592,1089,364,131,70,62,80,5
263,683,1088,389,134,70,63,83,5
305,667,1035,411,136,69,59,83,5
309,702,1006,428,136,73,64,81,5
305,719,1020,426,138,74,64,79,5
286,680,913,374,114,63,61,79,5
277,638,807,338,105,63,61,76,5
235,603,821,298,101,64,60,73,5
231,586,933,284,102,58,59,73,5
225,590,903,276,102,58,58,73,5
211,539,893,230,88,54,52,60,5
202,496,908,237,84,50,50,61,5
184,543,945,246,91,53,52,64,5
180,567,874,233,88,51,49,64,5
179,582,884,249,94,53,50,63,5
213,701,926,270,100,58,59,77,5
231,725,971,269,100,58,58,74,5
323,795,882,254,87,52,58,87,5
325,777,868,284,89,53,61,89,5
327,742,889,273,82,50,59,88,5
309,623,860,257,88,51,53,78,5
288,575,781,260,98,53,57,79,5
195,488,850,286,106,55,56,65,5
195,525,879,272,101,52,50,58,5
195,518,826,265,102,56,54,67,5
186,510,779,255,93,52,50,66,5
187,528,783,238,80,49,45,65,5
179,499,727,206,70,47,42,59,5
162,430,734,185,71,48,43,61,5
171,530,777,184,71,45,40,62,5
167,549,752,163,67,42,38,62,5
159,517,722,157,67,40,38,59,5
149,483,681,160,67,39,37,60,5
161,485,607,143,62,38,38,59,5
138,349,577,123,49,31,33,47,5
145,319,548,122,46,33,34,47,5
148,380,597,139,54,36,32,46,5
142,439,606,136,52,34,31,44,5
127,450,638,147,53,34,30,43,5
126,456,641,144,54,35,30,43,5
116,462,623,160,62,36,33,42,5
140,450,647,157,56,33,39,49,5
142,398,675,166,57,37,42,55,5
148,375,787,168,56,38,41,54,5
177,433,826,194,67,44,49,59,5
188,441,846,182,64,46,52,67,5
201,512,846,208,73,50,53,70,5
221,526,837,206,80,54,55,70,5
249,571,733,210,85,56,59,75,5
248,608,886,258,95,56,55,73,5
258,622,976,336,114,64,57,74,5
338,592,1049,328,111,66,64,92,5
348,599,1132,347,115,69,68,104,5
377,635,1227,368,122,73,74,115,5
398,667,1221,337,111,72,78,120,5
408,661,1175,281,101,72,85,127,5
339,654,1129,285,103,69,78,113,5
329,660,1082,256,94,63,73,101,5
296,658,1028,224,80,55,64,89,5
256,577,925,222,85,56,59,82,5
224,576,916,195,72,45,41,65,5
207,577,928,188,72,48,43,61,5
189,572,933,215,79,52,47,60,5
153,526,874,203,78,52,47,53,5
148,538,821,185,77,50,48,53,5
140,524,789,191,79,47,45,46,5
164,513,682,178,75,42,45,52,5
167,527,738,146,69,36,38,46,5
171,530,720,143,71,35,36,51,5
174,527,746,166,80,39,37,52,5
200,540,828,162,81,41,39,58,5
196,539,903,179,85,45,41,57,5
188,508,923,219,88,46,44,62,5
233,594,942,276,97,55,53,77,5
257,573,915,287,111,66,63,90,5
248,599,845,286,108,66,66,92,5
253,606,943,315,115,66,65,93,5
269,645,910,316,117,69,69,95,5
233,600,1003,312,125,73,70,89,5
212,601,1017,358,123,65,61,81,5
231,613,1077,410,142,72,63,86,5
240,620,972,401,144,76,66,90,5
225,625,962,423,152,78,65,85,5
237,631,874,397,145,73,65,84,5
284,721,858,378,142,75,71,94,5
275,674,849,324,122,67,66,86,5
266,643,852,307,111,61,63,78,5
282,657,858,263,92,54,62,83,5
266,677,837,273,85,50,56,76,5
212,621,830,220,67,41,46,59,5
214,639,778,232,76,47,50,66,5
213,634,807,295,102,58,57,74,5
193,566,787,282,104,57,53,69,5
206,517,765,280,115,63,58,74,5
217,512,764,278,116,64,59,74,5
202,523,827,279,112,62,58,69,5
193,532,793,208,93,56,51,61,5
203,594,795,222,96,61,52,65,5
187,564,793,202,77,54,43,59,5
183,552,770,211,82,55,47,64,5
194,540,772,185,76,53,46,66,5
196,548,784,171,72,49,46,65,5
212,526,791,147,65,43,47,71,5
223,543,792,157,70,45,48,70,5
210,496,833,144,56,41,39,62,5
211,572,832,151,60,42,39,63,5
214,552,829,153,67,48,45,68,5
214,575,745,169,79,59,55,73,5
205,567,756,166,78,59,56,75,5
210,557,736,163,79,58,58,78,5
191,474,641,149,74,54,55,72,5
175,511,589,172,67,47,48,65,5
149,468,588,159,53,31,33,47,5
149,467,591,164,61,33,38,49,5
164,542,613,167,67,38,41,52,5
195,565,619,177,72,45,45,63,5
192,527,601,160,71,46,45,63,5
189,515,661,159,68,45,46,64,5
183,511,634,150,58,40,40,60,5
165,474,603,138,51,37,35,54,5
144,420,595,130,46,31,34,46,5
157,422,590,122,49,37,37,52,5
143,399,522,121,58,44,40,56,5
144,355,567,114,57,44,40,56,5
141,297,537,109,57,42,40,57,5
128,311,554,115,60,40,39,55,5
113,306,580,118,56,36,37,49,5
117,308,565,116,49,28,34,45,5
112,321,550,119,51,30,35,48,5
111,365,623,138,60,38,40,50,5
125,360,661,133,57,39,41,55,5
153,392,657,149,59,37,41,59,5
152,426,672,154,62,39,41,57,5
166,428,691,183,75,44,41,56,5
177,471,721,172,69,40,42,58,5
174,509,732,193,73,40,39,57,5
177,503,763,213,80,43,40,53,5
197,512,845,228,81,41,39,55,5
248,606,845,207,76,43,47,71,5
280,644,905,290,86,54,58,86,5
296,679,919,291,105,65,69,98,5
296,719,970,325,112,67,73,102,5
289,724,970,328,110,67,76,106,5
267,716,1033,365,115,67,72,101,5
235,671,972,337,116,63,64,89,5
227,679,976,363,113,62,61,85,5
219,640,1010,323,113,63,59,80,5
220,597,956,319,116,67,58,80,5
183,534,879,290,111,64,54,72,5
186,533,955,265,105,61,51,73,5
167,439,945,230,94,56,44,62,5
176,511,859,220,85,53,44,65,5
179,547,889,219,83,49,45,64,5
186,538,935,240,84,50,49,68,5
173,478,845,245,82,50,48,59,5
183,509,874,230,75,46,45,59,5
160,436,920,226,68,43,45,56,5
144,419,860,208,62,40,40,51,5
145,399,782,159,55,39,39,49,5
138,487,793,121,48,34,41,49,5
124,462,758,122,48,38,41,48,5
138,473,682,152,55,38,40,47,5
142,452,704,148,56,38,39,47,5
134,450,727,152,54,37,35,49,5
156,437,686,171,59,40,38,55,5
175,521,713,173,59,35,36,56,5
160,511,692,147,49,32,34,55,5
175,532,686,165,56,34,37,58,5
175,532,670,160,57,34,37,56,5
166,525,659,143,56,33,36,56,5
145,437,550,160,63,36,36,53,5
147,409,504,158,64,38,38,53,5
143,410,577,175,66,42,36,54,5
180,454,639,175,64,40,38,59,5
172,386,637,175,59,36,33,50,5
198,406,607,152,55,37,36,54,5
242,460,627,151,56,39,39,69,5
248,435,632,120,45,33,42,68,5
223,427,600,123,49,35,41,64,5
231,461,632,185,61,37,42,65,5
245,522,730,181,57,36,42,69,5
250,535,788,192,62,38,43,65,5
242,569,812,204,72,42,44,65,5
241,547,868,214,74,42,44,67,5
241,532,855,163,66,41,43,66,5
221,505,805,164,64,41,44,67,5
179,473,751,170,69,45,46,62,5
186,433,687,160,58,41,43,61,5
205,534,613,152,55,41,47,65,5
203,538,610,151,52,40,49,69,5
200,510,642,148,53,41,47,63,5
188,492,723,152,48,36,41,57,5
177,500,692,141,49,35,39,55,5
157,415,667,128,48,35,37,50,5
154,451,635,133,51,37,35,47,5
141,440,573,152,57,36,34,46,5
171,542,531,133,49,33,35,50,5
215,643,658,151,57,38,36,53,5
258,675,685,167,63,40,41,64,5
325,718,691,169,66,42,49,80,5
350,838,734,162,64,41,50,82,5
389,941,811,167,67,40,49,84,5
385,900,745,189,73,41,54,86,5
431,903,789,192,78,47,62,102,5
415,915,890,233,92,55,67,105,5
473,883,938,279,103,66,75,115,5
451,808,845,290,113,72,81,120,5
462,872,877,275,111,73,81,126,5
434,891,831,290,114,73,78,116,5
409,875,782,286,109,68,70,105,5
338,845,755,239,98,60,63,95,5
329,829,778,224,87,56,57,91,5
330,772,727,223,82,54,58,91,5
292,735,792,201,77,51,55,83,5
345,741,772,174,67,54,65,98,5
336,689,747,178,66,54,66,99,5
333,617,734,182,69,53,66,97,5
368,730,750,207,74,53,69,111,5
370,760,812,267,92,58,69,111,5
318,713,824,258,91,54,61,99,5
340,801,849,284,104,61,65,101,5
347,850,822,288,107,63,67,102,5
294,794,840,285,106,62,65,83,5
314,846,710,234,90,54,63,87,5
330,866,675,229,91,52,59,87,5
312,816,667,209,78,44,55,84,5
298,784,764,216,85,49,54,81,5
278,730,814,227,93,53,52,78,5
241,670,839,293,122,66,60,72,5
237,631,852,298,127,71,66,75,5
213,660,890,365,148,77,70,74,5
217,686,876,387,152,76,69,71,5
227,658,812,370,145,71,66,70,5
221,616,813,315,118,59,56,65,5
207,640,786,309,111,54,53,63,5
213,591,705,209,78,43,44,56,5
200,586,696,155,62,39,42,56,5
182,615,653,183,77,48,45,59,5
182,589,651,196,79,48,43,59,5
180,606,685,199,78,46,41,56,5
170,582,667,207,80,46,40,56,5
167,547,628,194,73,43,40,54,5
178,542,668,186,61,34,38,51,5
185,604,614,184,62,37,39,55,5
172,551,614,183,63,40,40,54,5
175,564,597,170,59,39,40,56,5
182,551,550,171,61,38,40,61,5
173,530,525,146,60,39,40,59,5
162,470,621,130,58,37,43,58,5
164,474,650,138,64,39,45,57,5
176,498,676,151,66,39,46,58,5
164,482,762,154,68,41,47,56,5
165,504,792,142,67,42,47,61,5
176,523,748,186,77,48,51,65,5
195,537,698,187,74,46,49,68,5
218,525,677,197,82,54,55,75,5
224,494,618,212,91,58,58,77,5
234,562,592,209,87,55,59,75,5
228,569,663,176,76,51,57,71,5
214,538,691,166,77,52,57,69,5
192,534,861,178,78,48,53,65,5
183,541,902,192,79,46,49,60,5
196,497,923,204,84,49,51,69,5
223,490,903,199,83,46,48,75,5
236,505,952,213,82,45,48,77,5
236,535,821,200,75,41,50,76,5
236,536,759,163,61,38,48,74,5
205,468,774,169,66,39,46,62,5
211,542,734,182,71,42,48,61,5
229,597,641,179,74,42,52,65,5
218,546,706,180,75,46,50,64,5
245,584,750,225,90,50,53,72,5
248,594,677,216,82,47,53,77,5
252,511,638,216,86,49,54,79,5
228,542,600,205,81,47,48,81,5
227,539,555,209,83,44,50,77,5
227,496,603,182,69,42,47,73,5
233,535,639,205,74,42,46,72,5
213,533,693,191,70,40,43,69,5
202,477,719,201,76,42,45,65,5
202,528,719,179,68,40,41,65,5
175,548,764,174,65,36,39,62,5
173,508,741,138,58,36,40,63,5
153,499,721,138,52,33,37,58,5
160,463,718,148,48,28,35,55,5
172,408,670,163,60,37,44,58,5
168,389,585,152,62,36,44,59,5
163,373,574,168,69,38,44,54,5
156,356,545,165,71,40,44,54,5
159,354,593,153,67,41,45,55,5
148,334,639,139,60,35,38,51,5
150,309,585,141,65,41,42,54,5
143,309,588,120,57,38,38,59,5
153,317,596,121,57,36,39,61,5
145,314,514,103,54,36,39,61,5
139,329,489,96,50,36,38,59,5
145,360,508,86,39,29,34,59,5
153,382,571,93,37,30,38,58,5
148,399,585,101,34,30,37,55,5
161,459,617,119,38,31,35,52,5
156,457,583,120,40,34,35,55,5
150,485,539,118,38,33,35,54,5
143,481,478,117,43,33,34,47,5
135,460,437,107,40,32,32,45,5
125,403,404,97,40,32,34,44,5
144,453,490,111,45,34,35,44,5
147,492,497,112,49,35,36,44,5
153,492,512,122,47,35,36,51,5
167,502,546,131,53,34,38,55,5
164,506,547,126,52,32,35,53,5
152,448,486,125,50,33,34,51,5
149,361,501,130,47,30,33,51,5
142,361,461,116,46,29,30,47,5
140,383,440,105,43,31,30,43,5
137,402,479,111,46,30,28,44,5
139,435,545,111,46,27,30,49,5
156,441,509,109,47,28,28,51,5
156,443,534,117,47,30,30,49,5
154,442,550,122,45,28,29,52,5
163,421,509,119,42,28,31,54,5
174,415,457,109,40,27,34,55,5
154,419,455,112,41,26,35,52,5
163,421,482,122,44,30,38,59,5
176,409,487,139,57,36,43,65,5
169,412,553,133,57,38,44,65,5
159,403,531,157,60,40,42,62,5
196,506,594,170,64,43,48,70,5
195,485,592,167,62,40,45,65,5
226,546,727,165,54,35,41,61,5
223,552,709,176,55,35,41,72,5
223,563,712,163,54,32,41,75,5
193,446,698,147,47,31,36,66,5
193,502,674,154,54,33,38,71,5
144,441,571,159,61,35,36,65,5
164,470,553,153,61,36,35,54,5
177,467,563,163,60,35,36,50,5
194,495,591,166,63,35,36,51,5
201,521,662,165,58,37,39,48,5
225,538,601,160,56,40,43,55,5
215,520,636,178,60,42,44,56,5
231,533,659,164,60,42,46,57,5
227,569,644,154,59,39,45,56,5
222,541,614,142,61,40,46,57,5
239,534,686,150,62,41,44,58,5
249,516,627,127,59,41,45,61,5
224,509,596,129,61,42,44,61,5
224,486,586,132,62,43,44,64,5
217,467,629,153,64,40,38,59,5
163,466,529,136,63,40,41,58,5
185,482,531,135,63,38,41,56,5
191,451,548,133,61,37,43,58,5
179,399,580,143,59,37,43,57,5
202,410,567,119,55,38,44,60,5
207,388,594,128,49,33,44,57,5
173,366,631,135,46,35,42,56,5
175,365,697,169,51,34,40,53,5
178,445,734,159,50,35,40,56,5
148,440,694,157,49,34,40,60,5
145,455,722,159,53,36,41,67,5
135,444,709,152,52,34,37,62,5
118,432,627,113,47,33,35,60,5
140,377,508,115,47,35,38,67,5
153,352,559,122,45,36,37,62,5
145,326,575,98,37,32,33,51,5
160,378,630,104,37,32,37,60,5
157,406,655,115,37,32,37,60,5
134,388,690,114,37,28,33,47,5
128,368,669,105,38,27,35,47,5
182,453,655,125,43,32,33,57,5
188,424,600,123,43,31,31,52,5
194,431,578,114,44,32,33,55,5
205,498,552,121,47,32,31,55,5
211,531,506,121,47,32,30,57,5
167,463,438,104,46,27,29,48,5
154,489,499,103,46,29,27,44,5
158,475,527,101,44,27,25,42,5
158,402,563,100,41,26,30,47,5
142,366,531,97,40,27,28,43,5
142,401,550,105,35,27,32,45,5
131,373,520,116,36,23,31,41,5
124,371,501,119,39,24,32,41,5
106,385,478,112,38,25,28,37,5
104,389,519,113,39,23,29,34,5
110,339,515,122,43,27,26,33,5
120,349,488,111,43,30,29,39,5
110,342,444,119,46,31,27,38,5
111,319,451,122,45,30,30,39,5
118,311,427,119,44,30,29,40,5
122,317,457,106,40,28,28,41,5
124,343,469,107,37,26,26,37,5
129,344,516,91,34,27,26,37,5
149,397,559,107,38,29,26,44,5
158,405,601,126,43,32,29,52,5
159,410,616,129,49,33,35,61,5
190,473,654,159,58,37,40,67,5
199,487,654,171,62,38,42,68,5
194,487,633,170,63,38,42,66,5
200,533,676,189,69,41,46,67,5
207,554,754,205,74,47,46,64,5
190,527,718,195,69,45,45,64,5
187,527,750,200,69,43,44,63,5
200,535,807,198,69,42,44,63,5
210,501,805,169,64,43,41,61,5
240,585,726,182,72,45,43,60,5
245,561,753,183,77,49,46,63,5
248,552,714,175,76,51,47,65,5
287,607,679,183,80,58,55,80,5
285,596,736,196,82,58,56,83,5
266,560,743,168,68,51,54,83,5
264,590,841,158,62,46,50,77,5
273,631,872,149,61,46,51,80,5
231,583,836,140,60,41,45,67,5
220,576,822,154,54,38,40,63,5
225,612,894,183,62,42,40,65,5
219,572,817,185,60,42,40,66,5
203,580,829,183,58,39,38,62,5
187,586,843,186,59,38,37,57,5
215,648,755,169,62,38,42,60,5
195,550,658,144,56,36,42,53,5
213,575,612,137,59,39,48,60,5
